52
51
49.7
48.4
47.7
47.4
47.3
47.1
46.2
46
45.5
45.5
45.4
45
45
44.6
44.5
42.5
42.3
40.7
39.8
54.3
54.1
53.1
53
52.9
52.8
52.7
51.7
51.5
51.2
51
50.8
50.7
50.6
50.4
50.3
50.2
50.2
50
49.7
49.6
49.2
47.7
47
45.8
44.9
44.8
44.5
44.2
43
42.7
61.5
59.3
57.3
56.1
55.7
55.1
55
52.7
50
49.6
49.5
49.2
46.1
44.8
43.2
51.9
50.3
50
49.2
48
47.5
46.8
46.6
46.3
46
45.7
44.6
44.6
44.5
44.4
44.2
43.9
43.9
42.6
42.5
42.2
41.6
41.6
40.9
40.9
40.6
39
50
49.8
49.1
46.7
45.1
45.1
45.1
45
44.9
44.7
44.3
44.1
44
43.7
43.7
43.6
43.5
43.4
43.3
42.7
42.1
41.5
41.1
40.7
